,,Name,SKU,Category,Brand,Unit,Cost Price,Sale Price,Min Stock Level,Current Stock,Description
,,"100A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3100,,,,,,5,21,
,,"125A, 3P, 25kA, MCCB (Fixed Type Trip Unit)",EZC250N3125,,,,,,5,0,
,,"150A, 3P, 25kA, MCCB (Fixed Type Trip Unit)",EZC250N3150,,,,,,5,0,
,,"160A, 3P, 25kA, MCCB (Fixed Type Trip Unit)",EZC250N3160,,,,,,5,0,
,,"175A, 3P, 25kA, MCCB (Fixed Type Trip Unit)",EZC250N3175,,,,,,5,0,
,,"200A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC250H3200,,,,,,5,0,
,,"225A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC250N3225,,,,,,5,0,
,,"250A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC250H3250,,,,,,5,0,
,,"250A, 3P, 25kA, MCCB (Fixed Type Trip Unit)",EZC250N3250,,,,,,5,0,
,,"300A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC400N3300,,,,,,5,,
,,"320A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC400N3320N,,,,,,5,,
,,EZC400HTM320D 3P3D CIRCUIT BREAKER,EZC400H3320N,,,,,,5,,
,,"350A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC400N3350N,,,,,,5,,
,,EZC400H TM350D 3P3D CIRCUIT BREAKER,EZC400H3350N,,,,,,5,,
,,"400A, 3P, 36kA, MCCB (Fixed Type Trip Unit)",EZC400N3400N,,,,,,5,,
,,EZC 400H TM400D 3P3D CIRCUIT BREAKER,EZC400H3400N,,,,,,5,,
,,,,,,,,,5,,
,,,,,,,,,5,,
,,"16A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510300,,,,,10340.0,5,,
,,"25A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510301,,,,,10340.0,5,,
,,"32A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510302,,,,,10340.0,5,,
,,"40A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510303,,,,,10340.0,5,,
,,"50A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510304,,,,,10340.0,5,,
,,"63A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510305,,,,,10340.0,5,,
,,"80A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510306,,,,,10340.0,5,,
,,"100A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV510307,,,,,10340.0,5,,
,,"125A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV516302,,,,,14520.0,5,,
,,"160A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV516303,,,,,17710.0,5,,
,,"200A, 3P, 25kA, MCCB (Easy Pact CVS- Adjustable)",LV525302,,,,,26510.0,5,,
,,"250A, 3P, 36kA, MCCB (Easy Pact CVS- Adjustable)",LV525303,,,,,30910.0,5,,
,,"320A, 3P, 36kA, MCCB (Easy Pact CVS- Adjustable)",LV540305,,,,,52140.0,5,,
,,"400A, 3P, 36kA, MCCB (Easy Pact CVS- Adjustable)",LV540306(LV540406),,,,,54230.0,5,,
,,"500A, 3P, 36kA, MCCB (Easy Pact CVS- Adjustable)",LV563305,,,,,63580.0,5,,
,,"600A, 3p, 36kA, MCCB (Easy pact CVS- Adjustable)",LV563306,,,,,68750.0,5,,
,,,,,,,,,5,,
,,,,,,,,,5,,
,,"16A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM16D (LV432637) / C10F3TM016,,,,,13640.0,5,,
,,"25A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM25D (LV429636) / C10F3TM025,,,,,13640.0,5,,
,,"32A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM32D (LV429635) / C10F3TM032,,,,,13640.0,5,,
,,"40A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM40D (LV429634) / C10F3TM040,,,,,13640.0,5,,
,,"50A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM50D (LV429633) / C10F3TM050,,,,,13640.0,5,,
,,"63A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM63D (LV429632) / C10F3TM063,,,,,13640.0,5,,
,,"80A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM80D (LV429631) / C10F3TM080,,,,,15840.0,5,,
,,"100A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX100F+TM100D (LV429630) / C10F3TM100,,,,,15840.0,5,,
,,"125A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX160F+TM125D (LV430631) / C16F3TM125,,,,,27830.0,5,,
,,"160A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX160F+TM160D (LV430631) / C16F3TM160,,,,,27830.0,5,,
,,"200A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX250F+TM200D (LV431631) / C25F3TM200,,,,,41690.0,5,,
,,"250A, 3P, 36kA, MCCB (Adjustable type Trip Unit)",NSX250F+TM250D (LV431630) / C25F3TM250,,,,,41690.0,5,,
,,,,,,,,,5,,
,,"400A, 3P, 50kA, MCCB (Adjustable Type Trip Unit)",NSX400N+Mic 2.3 (LV432693) / C40N32D400,,,,,69410.0,5,,
,,"630A, 3P, 50kA, MCCB (Adjustable Type Trip Unit)",NSX630N+Mic 2.3 (LV432893) / C63N32D630,,,,,88220.0,5,,
,,"800A, 3P, 50kA, MCCB (Adjustable Type Trip Unit)",NS800N+Mic2.0 (33466) / 33466,,,,,137060.0,5,,
,,"1000A, 3P, 50kA, MCCB (Adjustable Type Trip Unit)",NS1000N+Mic2.0 (33472) / 33472,,,,,156640.0,5,,
,,"1250A, 3P, 50kA, MCCB (Adjustable Type Trip Unit)",NS1250N+Mic2.0 (33478) / 33478,,,,,166430.0,5,,
,,"1600A, 3P, 50kA, MCCB (Adjustable Type Trip Unit)",NS1600N+Mic2.0 (33482),,,,,176220.0,5,,
,,,,,,,,,5,,
,,"63A, 4P4D, 36kA, TM100D NSX100F",LV429642,,,,,20000.0,5,,
,,"100A, 4P4D, 36kA, TM100D NSX100F",LV429650,,,,,23000.0,5,,
,,"160A, 4P4D, 36kA, TM125D NSX160F",LV430651,,,,,29000.0,5,,
,,"250A, 4P4D, 36kA, TM250D NSX250F",LV431650,,,,,53000.0,5,,
,,"100A, 1P1D, 50kA, Micro logic 2.3 Trip Unit 400A NSX400N",LV432694,,,,,88000.0,5,,
,,"630A, 4P4D, 50kA, Micro logic 2.3 Trip Unit 630A NSX630N",LV432894,,,,,112000.0,5,,
,,"800A, 1P, 50kA, Micro logic 2.3 Trip Unit NS800N 4P 4PT",33469,,,,,235000.0,5,,
,,"1000A, 4P, 50kA, Micro logic 2.3 Trip Unit NS1000N 4P Fixed 4P4T",33475,,,,,POA,5,,
,,"1250A, 4P, 50kA, Micro logic 2.3 Trip Unit NS1250N 4P Fixed P4T",33480,,,,,POA,5,,
,,,,,,,,,5,,
,,Direct Rotary Handle Black Handle Black Front NSX 63-250A,LV429337,,,,,4500.0,5,,
,,Extended Rotary Handle Red Handle Yellow Front NSX 63-250A,LV429339,,,,,6500.0,5,,
,,Extended Rotary Handle Black Handle Black Front NSX 400-630A,LV432598,,,,,8100.0,5,,
,,Direct Rotary Handle Red Handle Yellow Front NSX 400-630A,LV432599,,,,,12960.0,5,,
,,Direct Rotary Handle Black Handle Black Front NS 630-1600A,33863,,,,,21600.0,5,,
,,Direct Rotary Handle Red Handle Yellow Front NS 630-1600A,33864,,,,,27000.0,5,,
,,Extended Rotary Handle Black Handle Black Front NSX 63-250A,LV429338,,,,,5400.0,5,,
,,Extended Rotary Handle Red Handle Yellow Front NSX 63-250A,LV429340,,,,,5940.0,5,,
,,Extended Rotary Handle Black Handle Black Front NSX 400-630A,LV432598,,,,,7560.0,5,,
,,Extended Rotary Handle Red Handle Yellow Front NSX 400-630A,LV432600,,,,,8100.0,5,,
,,Extended Rotary Handle Black Handle Black Front NS 630-1600A,33878,,,,,25000.0,5,,
,,Extended Rotary Handle Red Handle Yellow Front NSX 630-1600A,33879,,,,,27000.0,5,,
,,6 Inter Phase Barriers INV INS NSX 100-250 A,LV429329,,,,,1188.0,5,,
,,6 Inter Phase Barriers INV INS NSX 400-NSX 630 A,LV432570,,,,,1166.4,5,,
,,3 Inter phase 3 Barriers for NSX 630-1600 A,33646,,,,,2700.0,5,,
,,EZ PHASE BARRIER (2PC) (Easy Pact FIXED),EZAFASB2,,,,,756.0,5,,
,,EZ250 PHASE BARRIER (2PC) (Easy Pact FIXED),EZEFASB2,,,,,918.0,5,,
,,EZ400 PHASE BARRIER (2PC) (Easy Pact FIXED),EZ4FASB2,,,,,1026.0,5,,
,,"Auxiliary Changeover Contact (OF)-OF, ON/OFF indication contacts",29450,,,,,2700.0,5,,
,,1 3P Short Terminal Sheild NSX100- 250 MCCB,LV429515,,,,,1350.0,5,,
,,"Motor Mechanism with SDE adapter NSX250 220-240 V 50/60 HZ, 208-277V 60 HZ.",LV429434,,,,,75600.0,5,,
,,Motor Mechanism SDE Adapter NSX250 220-240 V 50/60 HZ,LV431541,,,,,75600.0,5,,
,,Motor Mechanism with SDE adapter NSX100/160 24VDC,LV429436,,,,,75600.0,5,,
,,Motor Mechanism with SDE adapter NSX 250 24VDC,LV431543,,,,,75600.0,5,,
,,MX Voltage releases for NSX 63-630 220-240V 50/60 HZ.,LV429387,,,,,8100.0,5,,
,,MX Voltage releases for NSX 63-630 24 VDC.,LV429390,,,,,8100.0,5,,
,,MN Under Voltage releases for NSX 63-630 24VDC.,LV429410,,,,,6480.0,5,,
,,MN Under Voltage releases for NSX 63-630 220-240 V 50-60 Hz.,LV429407,,,,,8100.0,5,,
,,,,,,,,,5,,
,,"630 Amps Master Pact NT, 3 Pole, Fixed, 42kA, ACB with Micrologic 2.0 A",NT06H13F2,,,,,305000.0,5,,
,,"800 Amps Master Pact NT, 3 Pole, Fixed, 42kA, ACB with Micrologic 2.0 A",N108H13F2,,,,,310000.0,5,,
,,"1000 Amps Master Pact NT, 3 Pole, Fixed, 42kA, ACB with Micrologic 2.0 A",NT10H13F2,,,,,320000.0,5,,
,,"1250 Amps Master Pact NT, 3 Pole, Fixed, 42kA, ACB with Micrologic 2.0 A",NT12H13F2,,,,,360000.0,5,,
,,"1600 Amps Master Pact NT, 3 Pole, Fixed, 42kA, ACB with Micrologic 2.0 A",NT16H13F2,,,,,400000.0,5,,
,,"800 Amps Master Pact NW, 3 Pole, Fixed, Class H1-65 kA, ACB with Micrologic 2.0 A",NW08H13F2,,,,,340000.0,5,,
,,"1000 Amps Master Pact NW, 3 Pole, Fixed, ClassH1-65KA, ACB with Micrologic 2.0 A",NW10H13F2,,,,,360000.0,5,,
,,"1250 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 2.0 A",NW12H13F2,,,,,375000.0,5,,
,,"1600 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 2.0 A",NW16H13F2,,,,,420000.0,5,,
,,"2000 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 2.0 A",NW20H13F2,,,,,450000.0,5,,
,,"2500 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 2.0 A",NW25H13F2,,,,,475000.0,5,,
,,"3200 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 2.0 A",NW32H13F2,,,,,580000.0,5,,
,,"4000 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 2.0 A",NW40H13F2,,,,,750000.0,5,,
,,"5000 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 5.0 A",NW50H13F2,,,,,1500000.0,5,,
,,"6300 Amps Master Pact NW, 3 Pole, Fixed, H1-65kA, ACB with Micrologic 5.0 A",NW63H13F2,,,,,1900000.0,5,,
,,,,,,,,,5,,
,,"630 A Master Pact NT, 3 Pole, Draw out, 42 KA, ACB with Micrologic 5.0 A",NT06H13D5,,,,,319000.0,5,,
,,"800 A Master Pact NT, 3 Pole, Draw out, 42 KA, ACB with Micrologic 5.0 A",NT08H13D5,,,,,330000.0,5,,
,,"1000 A Master Pact NT, 3 Pole, Draw out, 42 KA, ACB with Micrologic 5.0 A",NT10H13D5,,,,,341000.0,5,,
,,"1250 A Master Pact NT, 3 Pole, Draw out, 42 KA, ACB with Micrologic 5.0 A",NT12H13D5,,,,,363000.0,5,,
,,"800 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW08H13D5,,,,,423500.0,5,,
,,"1000 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW10H13D5,,,,,434500.0,5,,
,,"1200 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW12H13D5,,,,,451000.0,5,,
,,"1600 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW16H13D5,,,,,511500.0,5,,
,,"2000 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW20H13D5,,,,,561000.0,5,,
,,"2500 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW25H13D5,,,,,682000.0,5,,
,,"3200 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW32H13D5,,,,,847000.0,5,,
,,"4000 A Master Pact NW, 3 Pole, Draw out, Class H1-65 KA, ACB with Micrologic 5.0 A",NW40H13D5,,,,,1094500.0,5,,
,,"5000 A Master Pact NW, 3 Pole, Draw out, Class H1-100 KA, ACB with Micrologic 5.0 A",NW50H13D5,,,,,1815000.0,5,,
,,"6300 A Master Pact NW, 3 Pole, Draw out, Class H1-100 KA, ACB with Micrologic 5.0 A",NW63H13D5,,,,,2299000.0,5,,
,,,,,,,,,5,,
,,"630A, Master pact NT, 4 Pole, Fixed, 42 KA, ACB with Micrologic 2.0 A",NT06H14F2,,,,,275000.0,5,,
,,"800A, Master pact NT, 4 Pole, Fixed, 42 KA, ACB with Micrologic 2.0 A",NT08H14F2,,,,,286000.0,5,,
,,"1000A, Master pact NT, 4 Pole, Fixed, 42 KA, ACB with Micrologic 2.0 A",NT10H14F2,,,,,297000.0,5,,
,,"1250A, Master pact NT, 4 Pole, Fixed, 42 KA, ACB with Micrologic 2.0 A",NT12H14F2,,,,,313500.0,5,,
,,"800A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW08H14F2,,,,,341000.0,5,,
,,"1000A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW10H14F2,,,,,357500.0,5,,
,,"1250A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW12H14F2,,,,,374000.0,5,,
,,"1600A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW16H14F2,,,,,456500.0,5,,
,,"2000A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW20H14F2,,,,,495000.0,5,,
,,"2500A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW25H14F2,,,,,649000.0,5,,
,,"3200A, Master pact NW, 4 Pole, Fixed, Class H1-65 KA, ACB with Micrologic 2.0 A",NW32H14F2,,,,,792000.0,5,,
,,"4000A, Master pact NW, 4 Pole, Fixed, Class H1-100 KA, ACB with Micrologic 2.0 A",NW40H14F2,,,,,1094500.0,5,,
,,"3200A, Master pact NW, 4 Pole, Fixed, Class H1-100 KA, ACB with Micrologic 5.0 A",NW50H14F2,,,,,1793000.0,5,,
,,"6300A, Master pact NW, 4 Pole, Fixed, Class H1-100 KA, ACB with Micrologic 5.0 A",NW63H14F2,,,,,2365000.0,5,,
,,,,,,,,,5,,
,,"800 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW08H14D5,,,,,495000.0,5,,
,,"1000 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW10H14D5,,,,,506000.0,5,,
,,"1250 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW12H14D5,,,,,522500.0,5,,
,,"1600 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW16H14D5,,,,,605000.0,5,,
,,"2000 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW20H14D5,,,,,682000.0,5,,
,,"2500 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW25H14D5,,,,,847000.0,5,,
,,"3200 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW32H14D5,,,,,1045000.0,5,,
,,"4000 Amp Master Pact NW, 4 pole, Drawout, Class H1-65 KA, ACB With Micrologic 5.0 A",NW40H14D5,,,,,1375000.0,5,,
,,"5000 Amp Master Pact NW, 4 pole, Drawout, Class H1-100 KA, ACB With Micrologic 5.0 A & Extended Copper",NW50H14D5,,,,,2255000.0,5,,
,,"6300 Amp Master Pact NW, 4 pole, Drawout, Class H1-100 KA, ACB With Micrologic 5.0 A & Extended Copper Terminal",NW63H14D5,,,,,2860000.0,5,,
,,,,,,,,,5,,
,,Auxiliary Terminal block for draw out circuit breaker (OF),47849,,,,,1620.0,5,,
,,Auxiliary Terminal block for fixed circuit breaker (OF),47074,,,,,1296.0,5,,
,,"Ready to close' contact (1 max) PF 1, changeover contact (5A-240V)",47080,,,,,1620.0,5,,
,,Fault Trip' indication contacts (SDE) Changeover contact (SDE),47915,,,,,1620.0,5,,
,,Auxiliary C/O contact 4 NO/NC NW Fixed/Draw out ACB,64922,,,,,4644.0,5,,
,,MCH Gear Motor (NW) 200-240 VDC,47894,,,,,64800.0,5,,
,,MCH Gear Motor (NW) 100-130 VDC,47893,,,,,64800.0,5,,
,,MCH Gear Motor (NW) 24-30 VDC,47888,,,,,64800.0,5,,
,,Closing and opening release (XF or MX) 200-230 V AC/DC,33662,,,,,11880.0,5,,
,,Closing and opening release (XF or MX) 100-130 V AC/DC,33661,,,,,11880.0,5,,
,,Closing and opening release (XF or MX) 24-30 V DC/AC,33659,,,,,11880.0,5,,
,,Under Voltage release MN 200-230 VAC/VDC,33671,,,,,11880.0,5,,
,,Under Voltage release MN 100-130 VAC/VDC,33670,,,,,11880.0,5,,
,,Under Voltage release MN 24-30V AC/DC,33668,,,,,13500.0,5,,
,,,,,,,,,5,,
,,Cable-Type Interlock Plate for Fixed/ Drawout NWACB,47926,,,,,19980.0,5,,
,,1 set of 2 interlock cables,33209,,,,,4320.0,5,,
,,"3 sources, only 1 device closed, fixed or draw out devices",48610,,,,,64800.0,5,,
,,"2 sources + 1 coupling, fixed or draw out devices",48609,,,,,64800.0,5,,
,,"2 normal + 1 replacement sources, fixed or draw out devices",48608,,,,,64800.0,5,,
,,"2.0 Micrologic trip unit-LS- for NT, NW",Micrologic 2.0 A,,,,,59400.0,5,,
,,"5.0 Micrologic trip unit-LSI- for NT, NW",Micrologic 5.0 A,,,,,70200.0,5,,
,,"6.0 Micrologic trip unit-LSIG- for NT, NW",48361 Micrologic 6.0 A,,,,,102600.0,5,,
,,"7.0 Micrologic trip unit-LSIG- for NT, NW",47060 Micrologic 7.0 A,,,,,129600.0,5,,
,,,,,,,,,5,,
,,Auxiliary Terminal block for fixed circuit breaker OF,47074,,,,,1728.0,5,,
,,Auxiliary Terminal block for Draw Out circuit breaker OF,33098,,,,,1728.0,5,,
,,MN Under voltage release 200/250 V AC/DC,33671,,,,,13500.0,5,,
,,MN Under voltage release 100/130 V AC/DC,33670,,,,,13500.0,5,,
,,"MN Under voltage release 24/30 V DC, 24V AC",33668,,,,,13500.0,5,,
,,Closing or opening release (XF or MX) 24-30 VDC,33659,,,,,13500.0,5,,
,,Closing or opening release (XF or MX) 100-130 VDC,33661,,,,,13500.0,5,,
,,Closing or opening release (XF or MX) 200-250 VDC,33662,,,,,13500.0,5,,
,,Gear Charging Motor MCH 200-240V AC,33177,,,,,72360.0,5,,
,,Gear Charging Motor MCH 100-130V AC,33176,,,,,72360.0,5,,
,,Gear Charging Motor MCH 24-30V AC,33185,,,,,72360.0,5,,
,,1 Mechanical Interlock Plate adaptation fixture for NT fixed devices,33200,,,,,19980.0,5,,
,,1 Mechanical Interlock Plate adaptation fixture for NT draw out devices,33201,,,,,19980.0,5,,
,,1 set of 2 cables for NT Pair,33209,,,,,4320.0,5,,
,,,,,,,,,5,,
,,"630A (Rated Current), 12KV (Rated Voltage), Breaking Current 25KA (3 Sec), making current 50 KA, 50 HZ, Insulation Level- Power Frequency withstand 25KV & Lighting impulse withstand 75 KV TP, Fixed Type, Vacuum Mechanical On/off/Trip indicator.",630A EVOLIS 12KV VCB (FIXED TYPE),,,,,539000.0,5,,
,,"630A (Rated Current), 12KV (Rated Voltage), Breaking Current 25KA (3 Sec), making current 50 KA, 50 HZ, Insulation Level- Power Frequency withstand 25KV & Lighting impulse withstand 75 KV TP, Drawout Type, Vacuum Mechanical On/off/Trip indicator.",630A EVOLIS 12KV VCB (DRAWOUT TYPE),,,,,858000.0,5,,
,,"1250A (Rated Current), 12KV (Rated Voltage), Breaking Current 25KA (3 Sec), making current 50 KA, 50 HZ, Insulation Level- Power Frequency withstand 25KV & Lighting impulse withstand 75 KV TP, Fixed Type, Vacuum Mechanical On/off/Trip indicator.",1250A EVOLIS 12KV VCB (FIXED TYPE),,,,,561000.0,5,,
,,"1250A (Rated Current), 12KV (Rated Voltage), Breaking Current 25KA (3 Sec), making current 50 KA, 50 HZ, Insulation Level- Power Frequency withstand 25KV & Lighting impulse withstand 75 KV TP, Drawout Type, Vacuum Mechanical On/off/Trip indicator.",1250A EVOLIS 12KV VCB (DRAWOUT TYPE),,,,,907500.0,5,,
,,,,,,,,,5,,
,,"9A- AC3, 3P, ITH 25A- AC1",LC1D09*7,,,,,2135.0,5,,
,,"12A- AC3, 3P, ITH 25A- AC1",LC1D12*7,,,,,2580.0,5,,
,,"18A- AC3, 3P, ITH 32A- AC1",LC1D18*7,,,,,3255.0,5,,
,,"25A- AC3, 3P, ITH 40A- AC1",LC1D25*7,,,,,3705.0,5,,
,,"32A- AC3, 3P, ITH 50A- AC1",LC1D32*7,,,,,7295.0,5,,
,,"38A- AC3, 3P, ITH 50A- AC1",LC1D38*7,,,,,11110.0,5,,
,,"40A- AC3, 3P, ITH 60A- AC1",LC1D40A*7,,,,,13000.0,5,,
,,"50A- AC3, 3P, ITH 80A- AC1",LC1D50A*7,,,,,14140.0,5,,
,,"65A- AC3, 3P, ITH 80A- AC1",LC1D65A*7,,,,,17165.0,5,,
,,"80A- AC3, 3P, ITH 125A- AC1",LC1D80*7,,,,,22105.0,5,,
,,"95A- AC3, 3P, ITH 125A- AC1",LC1D95*7,,,,,26000.0,5,,
,,"115A- AC3, 3P, ITH 200A- AC1",LC1D115*7,,,,,32000.0,5,,
,,"115A (AC3), 3P, ITH 200A AC1",LC1F115*7,,,,,38500.0,5,,
,,"150A- AC3, 3P, ITH 250A- AC1",LC1D150*7,,,,,38150.0,5,,
,,"150A- AC3, 3P, ITH 250A- AC1",LC1F150*7,,,,,48500.0,5,,
,,"185A- AC3, 3P, ITH 275A- AC1",LC1F185*7,,,,,58120.0,5,,
,,"225A- AC3, 3P, ITH 315A- AC1",LC1F225*7,,,,,70015.0,5,,
,,"265A- AC3, 3P, ITH 350A- AC1",LC1F265*7,,,,,82020.0,5,,
,,"330A- AC3, 3P, ITH 400A- AC1",LC1F330*7,,,,,95035.0,5,,
,,"400A- AC3, 3P, ITH 500A- AC1",LC1F400*7,,,,,119940.0,5,,
,,"500A- AC3, 3P, ITH 700A- AC1",LC1F500*7,,,,,149900.0,5,,
,,"630A- AC3, 3P, ITH 1000A- AC1",LC1F630*7,,,,,189845.0,5,,
,,"780A- AC3, 3P, ITH 1600A- AC1",LC1F780*7,,,,,370116.0,5,,
,,"800A- AC3, 3P, ITH 1600A- AC1",LC1F800MW,,,,,399545.0,5,,
,,,,,,,,,5,,
,,"9A-AC3,24VDC Contactor with 1NO+1NC",LC1D09BD,,,,,5160.0,5,,
,,"12A-AC3,24VDC Contactor with 1NO+1NC",LC1D12BD,,,,,6170.0,5,,
,,"18A-AC3,24VDC Contactor with 1NO+1NC",LC1D18BD,,,,,6955.0,5,,
,,"25A-AC3,24VDC Contactor with 1NO+1NC",LC1D25BD,,,,,9100.0,5,,
,,"32A-AC3,24VDC Contactor with 1NO+1NC",LC1D32BD,,,,,11110.0,5,,
,,"40A-AC3,24VDC Contactor with 1NO+1NC",LC1D40BD,,,,,25130.0,5,,
,,"32A-AC3,110VDC Contactor with 1NO+1NC",LC1D32FD,,,,,11000.0,5,,
,,"50A-AC3,24VDC Contactor with 1NO+1NC",LC1D50BD,,,,,30070.0,5,,
,,"65A-AC3,24VDC Contactor with 1NO+1NC",LC1D65BD,,,,,34300.0,5,,
,,"80A-AC3,24VDC Contactor with 1NO+1NC",LC1D80BD,,,,,46440.0,5,,
,,"95A-AC3,24VDC Contactor with 1NO+1NC",LC1D95BD,,,,,51840.0,5,,
,,,,,,,,,5,,
,,3NO+2NC Magnetic Control Relay,CAD32M7,,,,,3705.0,5,,
,,"3 NO+NC, 110V AC, Pole Contact Composition",CAD32N7,,,,,3702.6,5,,
,,"5 NO, 220V AC, Pole Contact Composition",CAD50M7,,,,,3705.0,5,,
,,,,,,,,,5,,
,,"1NO+1NC, Auxiliary Contact Block",LADN11,,,,,785.0,5,,
,,"2NO+1NC, Auxiliary Contact Block",LADN22,,,,,1125.0,5,,
,,2NO Auxiliary Contact Block,LADN20,,,,,1125.0,5,,
,,2NC Auxiliary Contact Block,LADN02,,,,,1125.0,5,,
,,3NO+1NC Auxiliary Contact Block,LADN31,,,,,1250.0,5,,
,,4NO Auxiliary Contact Block,LADN40,,,,,1250.0,5,,
,,4NC Auxiliary Contact Block,LADN04,,,,,1250.0,5,,
,,"On-Delay Timing Relay 0.1s-100h, 230V,8 Pin, 2C/O",REXL2TMP7,,,,,3200.0,5,,
,,"0.1-30 s On delay timer, Pneumatic",LADT2,,,,,3255.0,5,,
,,"10-180 s On delay timer, pneumatic",LADT4,,,,,3500.0,5,,
,,"0.1-30 s Off delay timer, pneumatic",LADR2,,,,,3255.0,5,,
,,"10-180 s Off delay timer, pneumatic",LADR4,,,,,3500.0,5,,
,,Mechanical Interlock D09-D38A MC,LAD9V2,,,,,960.0,5,,
,,Mechanical Interlock D40-D65,LAD4CM,,,,,4800.0,5,,
,,Mechanical Interlock D80-D95,LA9D50978,,,,,5160.0,5,,
,,Mechanical Interlock D115-D150,LA9D11502,,,,,6300.0,5,,
,,"Mechanical Interlock LC1F265, LC1F330, LC1F400, LC1F500",LA9FJ970,,,,,8880.0,5,,
,,"Mechanical Interlock for 630A (AC3), TP, 1000A (AC1)",LA9FL970,,,,,11040.0,5,,
,,Star Delta Integral Power Connection D115-D150,LA9D11569,,,,,22080.0,5,,
,,Star Delta Power Connection D80-D95,LA9D8069,,,,,7800.0,5,,
,,"ATS, Interlock with Integral Electrical D80-D95",LA9D4002,,,,,5520.0,5,,
